wine_id,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,p_h,sulphates,alcohol,quality,region
774,61,0.27,0.3,16.7,0.039,49,172,0.99985,34,0.45,94,5.5,Spain
775,91,0.27,0.45,10.6,0.035,28,124,0.997,32,0.46,104,8.75,Spain
776,64,0.225,0.48,2.2,0.115,29,104,0.9918,324,0.58,121,5.98,Italy
777,83,0.14,0.45,1.5,0.039,18,98,0.99215,302,0.56,11,6.49,Spain
778,72,0.23,0.19,13.7,0.052,47,197,0.99865,312,0.53,9,4.86,France
779,69,0.22,0.37,15,0.053,59,178,0.9992,337,0.82,95,7.38,Spain
780,81,0.17,0.44,14.1,0.053,43,145,1.0006,328,0.75,88,8.12,Italy
781,6,0.395,0,1.4,0.042,7,55,0.99135,337,0.38,112,4.2,USA
782,78,0.29,0.22,9.5,0.056,44,213,0.99715,308,0.61,93,5.5,Spain
783,69,0.22,0.37,15,0.053,59,178,0.9992,337,0.82,95,6.73,France
784,81,0.17,0.44,14.1,0.053,43,145,1.0006,328,0.75,88,8.33,Spain
785,72,0.23,0.19,13.7,0.052,47,197,0.99865,312,0.53,9,5.15,Spain
786,76,0.3,0.27,10.6,0.039,31,119,0.99815,327,0.3,93,6.3,Australia
787,77,0.34,0.28,11,0.04,31,117,0.99815,327,0.29,92,6.46,France
788,77,0.34,0.28,11,0.04,31,117,0.99815,327,0.29,92,5.95,Australia
789,58,0.34,0.16,7,0.037,26,116,0.9949,346,0.45,10,6.62,Spain
790,76,0.3,0.27,10.6,0.039,31,119,0.99815,327,0.3,93,6.45,Spain
791,77,0.34,0.28,11,0.04,31,117,0.99815,327,0.29,92,6,Spain
792,59,0.24,0.3,2,0.033,28,92,0.99225,339,0.69,109,7.05,France
793,64,0.46,0.08,4.9,0.046,34,144,0.99445,31,0.56,10,4.84,Australia
794,59,0.24,0.3,2,0.033,28,92,0.99225,339,0.69,109,6.51,Italy
795,74,0.32,0.27,1.4,0.049,38,173,0.99335,303,0.52,93,5.11,Italy
796,72,0.31,0.26,7.3,0.05,37,157,0.99625,309,0.43,9,5,France
797,78,0.42,0.23,8.8,0.054,42,215,0.9971,302,0.58,92,6.49,Italy
798,69,0.24,0.33,12.5,0.046,47,153,0.9983,328,0.77,96,5.58,France
799,54,0.18,0.24,4.8,0.041,30,113,0.99445,342,0.4,94,5.93,Spain
800,6,0.18,0.31,1.4,0.036,14,75,0.99085,334,0.58,111,7.65,Australia
801,78,0.27,0.58,11.2,0.036,44,161,0.9977,306,0.41,89,6.2,Spain
802,6,0.28,0.49,6.8,0.048,61,222,0.9953,319,0.47,93,5.46,Italy
803,68,0.39,0.35,11.6,0.044,57,220,0.99775,307,0.53,93,5.38,Italy
804,66,0.21,0.31,11.4,0.039,46,165,0.99795,341,0.44,98,6.64,USA
805,73,0.32,0.34,6.6,0.032,24,112,0.99505,322,0.46,98,6.29,Italy
806,78,0.27,0.58,11.2,0.036,44,161,0.9977,306,0.41,89,5.86,USA
807,64,0.31,0.26,13.2,0.046,57,205,0.9975,317,0.41,96,4.82,USA
808,62,0.29,0.26,13.1,0.046,55,204,0.99745,316,0.41,96,6.09,USA
809,6,0.39,0.17,12,0.046,65,246,0.9976,315,0.38,9,6.05,Italy
810,62,0.3,0.26,13.4,0.046,57,206,0.99775,317,0.43,95,5.65,Italy
811,6,0.28,0.49,6.8,0.048,61,222,0.9953,319,0.47,93,5.32,USA
812,6,0.41,0.05,1.5,0.063,17,120,0.9932,321,0.56,92,5.96,Italy
813,64,0.35,0.28,1.1,0.055,9,160,0.99405,342,0.5,91,7.08,USA
814,65,0.26,0.32,16.5,0.045,44,166,1,338,0.46,95,5.87,Spain
815,79,0.35,0.24,15.6,0.072,44,229,0.99785,303,0.59,105,6.16,Spain
816,62,0.3,0.17,2.8,0.04,24,125,0.9939,301,0.46,9,4.89,Australia
817,84,0.18,0.42,5.1,0.036,7,77,0.9939,316,0.52,117,4.63,Italy
818,66,0.56,0.22,8.9,0.034,27,133,0.99675,32,0.51,91,4.94,Australia
819,62,0.3,0.17,2.8,0.04,24,125,0.9939,301,0.46,9,4.82,France
820,66,0.56,0.22,8.9,0.034,27,133,0.99675,32,0.51,91,4.52,Australia
821,66,0.36,0.29,1.6,0.021,24,85,0.98965,341,0.61,124,9.5,France
822,73,0.655,0.2,10.2,0.071,28,212,0.9971,296,0.58,92,5.72,Italy
823,68,0.18,0.21,5.4,0.053,34,104,0.99445,33,0.43,94,4.62,Italy
824,67,0.19,0.23,6.2,0.047,36,117,0.9945,334,0.43,96,5.86,Italy
825,84,0.18,0.42,5.1,0.036,7,77,0.9939,316,0.52,117,5.39,France
826,7,0.21,0.37,7.2,0.042,36,167,0.9958,326,0.56,98,5.88,USA
827,68,0.25,0.38,8.1,0.046,24,155,0.9956,333,0.59,102,5.64,USA
828,74,0.24,0.36,2,0.031,27,139,0.99055,328,0.48,125,8.58,Australia
829,71,0.16,0.36,10.7,0.044,20,90,0.9959,316,0.44,109,6.9,USA
830,71,0.16,0.36,1.2,0.043,21,90,0.9925,316,0.42,11,6.71,USA
831,73,0.205,0.31,1.7,0.06,34,110,0.9963,372,0.69,105,6.27,France
832,74,0.17,0.4,5.5,0.037,34,161,0.9935,305,0.62,115,4.04,Spain
833,73,0.3,0.34,2.7,0.044,34,108,0.99105,336,0.53,128,7.91,Australia
834,69,0.25,0.34,1.3,0.035,27,82,0.99045,318,0.44,122,6.03,Australia
835,73,0.205,0.31,1.7,0.06,34,110,0.9963,372,0.69,105,5.71,Australia
836,75,0.42,0.34,4.3,0.04,34,108,0.99155,314,0.45,128,7.58,France
837,73,0.25,0.36,2.1,0.034,30,177,0.99085,325,0.4,119,7.87,USA
838,73,0.25,0.36,2.1,0.034,30,177,0.99085,325,0.4,119,8.3,USA
839,73,0.25,0.36,2.1,0.034,30,177,0.99085,325,0.4,119,7.75,Italy
840,75,0.34,0.35,6,0.034,12,126,0.9924,316,0.39,12,6.67,Australia
841,76,0.33,0.35,6.3,0.036,12,126,0.9924,316,0.39,12,6.91,Italy
842,87,0.23,0.32,13.4,0.044,35,169,0.99975,312,0.47,88,7.29,Australia
843,87,0.23,0.32,13.4,0.044,35,169,0.99975,312,0.47,88,6.83,USA
844,69,0.19,0.35,1.7,0.036,33,101,0.99315,321,0.54,108,7.19,Australia
845,73,0.21,0.29,1.6,0.034,29,118,0.9917,33,0.5,11,7.63,Australia
846,73,0.21,0.29,1.6,0.034,29,118,0.9917,33,0.5,11,8.43,France
847,66,0.22,0.37,15.4,0.035,62,153,0.99845,302,0.4,93,5.44,Italy
848,92,0.34,0.27,1.2,0.026,17,73,0.9921,308,0.39,108,4.98,Australia
849,87,0.23,0.32,13.4,0.044,35,169,0.99975,312,0.47,88,6.77,Australia
850,6,0.2,0.24,1.8,0.03,30,105,0.9909,331,0.47,115,6.35,Spain
851,69,0.19,0.35,1.7,0.036,33,101,0.99315,321,0.54,108,7.14,Spain
852,82,0.38,0.49,13.6,0.042,58,166,0.99855,31,0.54,94,5.17,USA
853,69,0.18,0.36,1.3,0.036,40,117,0.9934,327,0.95,95,7.25,Spain
854,77,0.34,0.58,11.1,0.039,41,151,0.9978,306,0.49,86,5.28,Australia
855,69,0.18,0.36,1.3,0.036,40,117,0.9934,327,0.95,95,6.72,France
856,74,0.2,0.35,2.1,0.038,30,116,0.9949,349,0.77,103,6.54,Spain
857,82,0.38,0.49,13.6,0.042,58,166,0.99855,31,0.54,94,4.94,USA
858,82,0.4,0.48,13.7,0.042,59,169,0.9986,31,0.52,94,5.0600000000000005,France
859,67,0.22,0.39,10.2,0.038,60,149,0.99725,317,0.54,10,6.79,Italy
860,66,0.3,0.3,4.8,0.17,60,166,0.9946,318,0.47,94,4.57,Italy
861,81,0.27,0.35,1.7,0.03,38,103,0.99255,322,0.63,104,8.01,USA
862,73,0.25,0.42,14.2,0.041,57,182,0.9996,329,0.75,91,7.1,Australia
863,48,0.34,0,6.5,0.028,33,163,0.9939,336,0.61,99,6.18,Spain
864,62,0.28,0.33,1.7,0.029,24,111,0.99,324,0.5,121,5.57,Australia
865,48,0.33,0,6.5,0.028,34,163,0.9937,335,0.61,99,4.82,Italy
866,61,0.27,0.33,2.2,0.021,26,117,0.9886,312,0.3,125,5.71,Italy
867,69,0.18,0.36,1.3,0.036,40,117,0.9934,327,0.95,95,7.16,France
868,78,0.18,0.46,12.6,0.042,41,143,1,324,0.76,85,7.98,Spain
869,73,0.28,0.42,14.4,0.04,49,173,0.9994,328,0.82,9,6.5,France
870,73,0.24,0.29,1.2,0.037,37,97,0.9926,319,0.7,101,6.32,USA
871,6,0.45,0.65,9.7,0.08,11,159,0.9956,304,0.48,94,5.01,USA
872,77,0.34,0.58,11.1,0.039,41,151,0.9978,306,0.49,86,4.58,Australia
873,63,0.26,0.21,4,0.03,24,125,0.9915,306,0.34,107,6.32,Italy
874,103,0.17,0.47,1.4,0.037,5,33,0.9939,289,0.28,96,3.49,Australia
875,77,0.15,0.29,1.3,0.029,10,64,0.9932,335,0.39,101,5.5,Spain
876,71,0.21,0.32,2.2,0.037,28,141,0.993,32,0.57,10,6.75,Australia
877,69,0.36,0.34,4.2,0.018,57,119,0.9898,328,0.36,127,8.98,Australia
878,6,0.28,0.34,1.6,0.119,33,104,0.9921,319,0.38,102,6.49,Spain
879,62,0.16,0.54,1.4,0.126,37,110,0.9932,323,0.37,89,5.86,Australia
880,69,0.12,0.36,2.2,0.037,18,111,0.9919,341,0.82,119,8.38,USA
881,71,0.21,0.32,2.2,0.037,28,141,0.993,32,0.57,10,7.12,Italy
882,88,0.36,0.44,1.9,0.04,9,121,0.9953,319,0.48,99,6.2,USA
883,74,0.26,0.43,6,0.022,22,125,0.9928,313,0.55,115,5.5,Spain
884,74,0.26,0.43,6,0.022,22,125,0.9928,313,0.55,115,5.73,Australia
885,68,0.23,0.29,12.2,0.035,38,236,0.9976,335,0.52,98,6.33,USA
886,61,0.34,0.27,2.6,0.024,20,105,0.9906,34,0.67,122,7.15,Italy
887,73,0.26,0.31,1.6,0.04,39,173,0.9918,319,0.51,114,6.3,France
888,65,0.3,0.32,2,0.044,34,90,0.99185,337,0.68,11,7.46,France
889,73,0.26,0.31,1.6,0.04,39,173,0.9918,319,0.51,114,5.95,USA
890,65,0.3,0.32,2,0.044,34,90,0.99185,337,0.68,11,6.62,Italy
891,5,0.31,0,6.4,0.046,43,166,0.994,33,0.63,99,6.45,Australia
892,58,0.26,0.18,1.2,0.031,40,114,0.9908,342,0.4,11,7,USA
893,59,0.26,0.3,1,0.036,38,114,0.9928,358,0.48,94,5.05,France
894,7,0.31,0.29,1.4,0.037,33,128,0.9896,312,0.36,122,6.84,USA
895,58,0.26,0.18,1.2,0.031,40,114,0.9908,342,0.4,11,6.51,Spain
896,56,0.19,0.39,1.1,0.043,17,67,0.9918,323,0.53,103,6.11,Spain
897,68,0.18,0.28,8.7,0.047,52,242,0.9952,322,0.53,105,6,Spain
898,7,0.29,0.26,1.6,0.044,12,87,0.9923,308,0.46,105,6.49,Italy
899,66,0.26,0.29,1.4,0.039,13,67,0.9915,305,0.49,109,5.58,Italy
900,68,0.18,0.28,8.5,0.047,52,242,0.9952,322,0.53,105,5.93,USA
901,66,0.2,0.38,7.9,0.052,30,145,0.9947,332,0.56,11,6.65,Australia
902,8,0.29,0.29,13.2,0.046,26,113,0.9983,325,0.37,97,6.2,Spain
903,61,0.28,0.35,12.8,0.048,63,229,0.9975,308,0.4,89,5.46,France
904,59,0.31,0.3,7.7,0.047,60,206,0.995,32,0.39,96,6.38,USA
905,69,0.21,0.28,2.4,0.056,49,159,0.9944,302,0.47,88,7.64,USA
906,84,0.19,0.42,1.6,0.047,9,101,0.994,306,0.65,111,4.29,Australia
907,83,0.27,0.45,1.3,0.048,8,72,0.9944,308,0.61,103,3.86,Spain
908,71,0.25,0.39,2.1,0.036,30,124,0.9908,328,0.43,122,7.82,France
909,8,0.23,0.37,9.6,0.054,23,159,0.99795,332,0.47,98,4.09,Italy
910,75,0.24,0.31,13,0.049,46,217,0.9985,308,0.53,88,5.05,Italy
911,63,0.33,0.2,5.8,0.04,24,144,0.99425,315,0.63,99,4.65,USA
912,62,0.33,0.19,5.6,0.042,22,143,0.99425,315,0.63,99,5.32,USA
913,63,0.34,0.19,5.8,0.041,22,145,0.9943,315,0.63,99,4.96,Australia
914,58,0.29,0.05,0.8,0.038,11,30,0.9924,336,0.35,92,5.08,Italy
915,8,0.32,0.26,1.2,0.05,115,88,0.9946,324,0.37,95,3.87,Australia
916,56,0.29,0.05,0.8,0.038,11,30,0.9924,336,0.35,92,5.16,Australia
917,74,0.13,0.39,4.7,0.042,36,137,0.995,336,0.56,103,6.89,Italy
918,77,0.3,0.32,1.6,0.037,23,124,0.9919,293,0.33,11,5.63,USA
919,7,0.24,0.34,1.4,0.031,27,107,0.99,306,0.39,119,5.94,France
920,86,0.18,0.4,1.1,0.04,20,107,0.9923,294,0.32,102,6.82,Australia
921,7,0.11,0.32,4.6,0.057,59,144,0.9956,355,0.44,94,6.52,USA
922,77,0.32,0.62,10.6,0.036,56,153,0.9978,313,0.44,89,6.5,USA
923,77,0.32,0.62,10.6,0.036,56,153,0.9978,313,0.44,89,5.72,USA
924,65,0.26,0.27,12.9,0.044,69,215,0.9967,317,0.43,10,5.62,USA
925,79,0.28,0.41,2,0.044,50,152,0.9934,345,0.49,107,7.86,Italy
926,63,0.27,0.23,2.9,0.047,13,100,0.9936,328,0.43,98,5.39,Australia
927,54,0.595,0.1,2.8,0.042,26,80,0.9932,336,0.38,93,4.88,Australia
928,67,0.25,0.33,2.9,0.057,52,173,0.9934,302,0.48,95,6.64,Australia
929,65,0.25,0.35,12,0.055,47,179,0.998,358,0.47,10,4.58,Spain
930,61,0.36,0.58,15,0.044,42,115,0.9978,315,0.51,9,4.9,Italy
931,77,0.17,0.52,5.9,0.017,21,84,0.9929,314,0.4,119,6.71,USA
932,64,0.26,0.43,12.6,0.033,64,230,0.9974,308,0.38,89,5.27,USA
933,65,0.26,0.28,12.5,0.046,80,225,0.99685,318,0.41,10,6.04,Italy
934,59,0.29,0.33,7.4,0.037,58,205,0.99495,326,0.41,96,4.91,Australia
935,62,0.28,0.43,13,0.039,64,233,0.99745,308,0.38,89,5.03,Australia
936,61,0.27,0.44,6.7,0.041,61,230,0.99505,312,0.4,89,4.71,France
937,64,0.43,0.32,1.4,0.048,10,67,0.992,308,0.41,114,4.58,USA
938,61,0.36,0.58,15,0.044,42,115,0.9978,315,0.51,9,4.87,France
939,62,0.35,0.29,7.3,0.044,56,244,0.9956,336,0.55,10,6.3,France
940,77,0.24,0.29,15.3,0.044,39,194,0.9982,306,0.47,96,6.75,Italy
941,62,0.34,0.28,7.5,0.034,40,197,0.99485,314,0.6,97,4.67,USA
942,63,0.27,0.46,11.75,0.037,61,212,0.9971,325,0.53,95,5.91,France
943,54,0.415,0.19,1.6,0.039,27,88,0.99265,354,0.41,10,7.29,Spain
944,69,0.48,0.36,3.5,0.03,31,135,0.9904,314,0.38,122,6.83,Italy
945,65,0.18,0.33,8,0.051,16,131,0.9965,328,0.44,87,7.19,Spain
946,67,0.15,0.29,5,0.058,28,105,0.9946,352,0.44,102,6.63,Italy
947,82,0.345,1,18.2,0.047,55,205,0.99965,296,0.43,96,5.43,Australia
948,85,0.16,0.35,1.6,0.039,24,147,0.9935,296,0.36,10,5.44,Italy
949,68,0.705,0.25,3.2,0.048,10,57,0.996,336,0.52,95,3.98,USA
950,73,0.25,0.39,6.4,0.034,8,84,0.9942,318,0.46,115,4.77,Spain
951,76,0.345,0.26,1.9,0.043,15,134,0.9936,308,0.38,95,5.35,Australia
952,76,0.22,0.34,9.7,0.035,26,143,0.9965,308,0.49,98,6.14,Australia
953,65,0.17,0.33,1.4,0.028,14,99,0.9928,323,0.55,101,6.17,Italy
954,82,0.23,0.37,1.3,0.042,39,117,0.9928,299,0.36,10,5.25,Spain
955,76,0.22,0.34,9.7,0.035,26,143,0.9965,308,0.49,98,6.28,France
956,76,0.345,0.26,1.9,0.043,15,134,0.9936,308,0.38,95,4.72,France
957,75,0.32,0.26,1.8,0.042,13,133,0.9938,307,0.38,95,4.54,France
958,66,0.23,0.32,0.9,0.041,25,79,0.9926,339,0.54,102,6.94,France
959,66,0.2,0.32,1.1,0.039,25,78,0.9926,339,0.54,102,7.0600000000000005,Australia
960,73,0.24,0.34,15.4,0.05,38,174,0.9983,303,0.42,9,5.79,Italy
961,73,0.24,0.34,15.4,0.05,38,174,0.9983,303,0.42,9,5.57,USA
962,8,0.42,0.36,5,0.037,34,101,0.992,313,0.57,123,7.01,Australia
963,73,0.24,0.34,15.4,0.05,38,174,0.9983,303,0.42,9,6.1,France
964,61,0.19,0.25,4,0.023,23,112,0.9923,337,0.51,116,6.18,Spain
965,59,0.26,0.21,12.5,0.034,36,152,0.9972,328,0.43,95,5.57,USA
966,83,0.23,0.43,3.2,0.035,14,101,0.9928,315,0.36,115,4.82,Australia
967,65,0.34,0.28,1.8,0.041,43,188,0.9928,313,0.37,96,5.71,Spain
968,68,0.22,0.35,17.5,0.039,38,153,0.9994,324,0.42,9,6.16,France
969,65,0.08,0.33,1.9,0.028,23,93,0.991,334,0.7,12,6.98,Australia
970,55,0.42,0.09,1.6,0.019,18,68,0.9906,333,0.51,114,6.5,USA
971,51,0.42,0.01,1.5,0.017,25,102,0.9894,338,0.36,123,7.32,Spain
972,6,0.27,0.19,1.7,0.02,24,110,0.9898,332,0.47,126,7.01,France
973,68,0.22,0.35,17.5,0.039,38,153,0.9994,324,0.42,9,5.58,Italy
974,65,0.08,0.33,1.9,0.028,23,93,0.991,334,0.7,12,7.32,Italy
975,71,0.13,0.38,1.8,0.046,14,114,0.9925,332,0.9,117,6.49,Spain
976,76,0.3,0.25,4.3,0.054,22,111,0.9956,312,0.49,92,5.5,Italy
977,66,0.13,0.3,4.9,0.058,47,131,0.9946,351,0.45,103,5.75,France
978,65,0.14,0.33,7.6,0.05,53,189,0.9966,325,0.49,86,4.98,Australia
979,77,0.28,0.33,6.7,0.037,32,155,0.9951,339,0.62,107,7.49,USA
980,6,0.2,0.71,1.6,0.15,10,54,0.9927,312,0.47,98,4.86,Spain
981,6,0.19,0.71,1.5,0.152,9,55,0.9927,312,0.46,98,6.38,Italy
982,77,0.28,0.33,6.7,0.037,32,155,0.9951,339,0.62,107,7.12,Spain
983,51,0.39,0.21,1.7,0.027,15,72,0.9894,35,0.45,125,6.2,USA
984,57,0.36,0.34,4.2,0.026,21,77,0.9907,341,0.45,119,5.5,France
985,69,0.19,0.33,1.6,0.043,63,149,0.9925,344,0.52,108,4.73,France
986,6,0.41,0.21,1.9,0.05,29,122,0.9928,342,0.52,105,6.33,Spain
987,74,0.28,0.3,5.3,0.054,44,161,0.9941,312,0.48,103,6.15,USA
988,74,0.3,0.3,5.2,0.053,45,163,0.9941,312,0.45,103,6.3,France
989,69,0.19,0.33,1.6,0.043,63,149,0.9925,344,0.52,108,5.46,France
990,77,0.28,0.39,8.9,0.036,8,117,0.9935,306,0.38,12,6.95,Spain
991,86,0.16,0.38,3.4,0.04,41,143,0.9932,295,0.39,102,5.62,Italy
992,82,0.26,0.44,1.3,0.046,7,69,0.9944,314,0.62,102,4.45,Spain
993,65,0.25,0.27,15.2,0.049,75,217,0.9972,319,0.39,99,5,Italy
994,7,0.24,0.18,1.3,0.046,9,62,0.994,338,0.47,101,4.05,France
995,86,0.18,0.36,1.8,0.04,24,187,0.9956,325,0.55,95,5.84,Italy
996,78,0.27,0.34,1.6,0.046,27,154,0.9927,305,0.45,105,5.51,France
997,6,0.26,0.34,1.3,0.046,6,29,0.9924,329,0.63,104,5.11,USA
998,61,0.24,0.27,9.8,0.062,33,152,0.9966,331,0.47,95,6,Australia
999,8,0.24,0.3,17.45,0.056,43,184,0.9997,305,0.5,92,6.49,Italy
1000,76,0.21,0.6,2.1,0.046,47,165,0.9936,305,0.54,101,6.58,Italy
1001,8,0.19,0.36,1.8,0.05,16,84,0.9936,315,0.45,98,6.93,Australia
1002,64,0.28,0.41,6.8,0.045,61,216,0.9952,309,0.46,94,4.65,Spain
1003,64,0.28,0.43,7.1,0.045,60,221,0.9952,309,0.45,94,6.2,France
1004,69,0.24,0.39,1.3,0.063,18,136,0.9928,331,0.48,104,7.46,USA
1005,58,0.36,0.26,3.3,0.038,40,153,0.9911,334,0.55,113,6.38,Italy
1006,66,0.18,0.28,3.3,0.044,18,91,0.993,342,0.64,108,5.64,France
1007,58,0.36,0.26,3.3,0.038,40,153,0.9911,334,0.55,113,6.29,France
1008,51,0.52,0.06,2.7,0.052,30,79,0.9932,332,0.43,93,4.86,Spain
1009,66,0.22,0.37,1.2,0.059,45,199,0.993,337,0.55,103,6.82,USA
1010,83,0.15,0.39,1.3,0.055,32,146,0.993,308,0.39,105,6.09,Italy
1011,76,0.16,0.44,1.4,0.043,25,109,0.9932,311,0.75,103,6.05,USA
1012,77,0.16,0.41,1.7,0.048,60,173,0.9932,324,0.66,112,6.65,France
1013,83,0.16,0.48,1.7,0.057,31,98,0.9943,315,0.41,103,6.32,Spain
1014,62,0.25,0.47,11.6,0.048,62,210,0.9968,319,0.5,95,4.96,France
1015,61,0.16,0.27,12.6,0.064,63,162,0.9994,366,0.43,89,5.08,Australia
1016,76,0.39,0.22,2.8,0.036,19,113,0.9926,303,0.29,102,4.87,USA
1017,68,0.37,0.47,11.2,0.071,44,136,0.9968,298,0.88,92,5.16,Spain
1018,76,0.16,0.44,1.4,0.043,25,109,0.9932,311,0.75,103,5.89,USA
1019,71,0.18,0.42,1.4,0.045,47,157,0.9916,295,0.31,105,5.63,USA
1020,83,0.14,0.26,1.5,0.049,56,189,0.9946,321,0.62,95,5.94,France
1021,86,0.2,0.42,1.5,0.041,35,125,0.9925,311,0.49,114,6.82,Australia
1022,86,0.2,0.42,1.5,0.041,35,125,0.9925,311,0.49,114,6.52,France
1023,68,0.19,0.32,7.05,0.019,54,188,0.9935,325,0.37,111,8.5,Spain
1024,76,0.19,0.38,10.6,0.06,48,174,0.9962,313,0.38,105,5.72,Italy
1025,68,0.34,0.74,2.8,0.088,23,185,0.9928,351,0.7,12,5.62,Australia
1026,62,0.15,0.46,1.6,0.039,38,123,0.993,338,0.51,97,5.86,USA
1027,66,0.14,0.44,1.6,0.042,47,140,0.993,332,0.51,102,6.39,Australia
1028,8,0.55,0.17,8.2,0.04,13,60,0.9956,309,0.3,95,3.88,USA
1029,7,0.24,0.35,1.5,0.052,51,128,0.9941,341,0.59,104,6.64,Italy
1030,63,0.6,0.44,11,0.05,50,245,0.9972,319,0.57,93,3.58,Spain
1031,71,0.2,0.41,2.1,0.054,24,166,0.9948,348,0.62,105,5.9,France
1032,62,0.34,0.29,7.6,0.047,45,232,0.9955,335,0.62,10,5.71,USA
1033,71,0.3,0.36,6.8,0.055,445,234,0.9972,349,0.64,102,6.27,Italy
1034,71,0.3,0.36,6.8,0.055,445,234,0.9972,349,0.64,102,6.04,Australia
1035,79,0.64,0.46,10.6,0.244,33,227,0.9983,287,0.74,91,2.91,France
1036,88,0.17,0.38,1.8,0.04,39,148,0.9942,316,0.67,102,6.03,Spain
1037,75,0.17,0.37,1.5,0.06,18,75,0.9936,354,0.88,107,4.71,France
1038,71,0.47,0.24,6,0.044,11,77,0.9956,321,0.56,97,4.58,Spain
1039,71,0.15,0.34,5.3,0.034,33,104,0.9953,337,0.52,93,6.87,USA
1040,75,0.17,0.34,1.4,0.035,13,102,0.9918,305,0.74,11,5.3,Italy
1041,82,0.68,0.3,2.1,0.047,17,138,0.995,322,0.71,108,3.75,Italy
1042,77,0.275,0.3,1,0.039,19,75,0.992,301,0.56,107,4.67,Italy
1043,73,0.49,0.32,5.2,0.043,18,104,0.9952,324,0.45,107,3.91,France
1044,75,0.33,0.48,19.45,0.048,55,243,1.001,295,0.4,88,5.29,USA
1045,72,0.21,0.37,1.6,0.049,23,94,0.9924,316,0.48,109,6.83,USA
1046,73,0.15,0.4,2,0.05,24,92,0.9932,314,0.45,105,5.19,USA
1047,65,0.19,0.1,1.3,0.046,23,107,0.9937,329,0.45,10,4.63,Spain
1048,7,0.31,0.52,1.7,0.029,5,61,0.9918,307,0.43,104,5.43,Australia
1049,83,0.4,0.38,1.1,0.038,15,75,0.9934,303,0.43,92,5.44,Italy
1050,61,0.37,0.36,4.7,0.035,36,116,0.991,331,0.62,126,5.98,France
1051,73,0.24,0.34,7.5,0.048,29,152,0.9962,31,0.54,9,4.77,USA
1052,69,0.21,0.81,1.1,0.137,52,123,0.9932,303,0.39,92,6.35,Italy
1053,76,0.29,0.42,1.3,0.035,18,86,0.9908,299,0.39,113,5.14,Spain
1054,94,0.29,0.55,2.2,0.05,17,119,0.9962,312,0.69,103,4.17,USA
1055,7,0.31,0.52,1.7,0.029,5,61,0.9918,307,0.43,104,5.25,USA
1056,86,0.26,0.41,2.2,0.049,29,111,0.9941,296,0.44,10,5.28,Spain
1057,75,0.21,0.34,1.2,0.06,26,111,0.9931,351,0.47,107,5.72,France
1058,72,0.51,0.24,10,0.093,35,197,0.9981,341,0.47,9,4.54,Australia
1059,75,0.21,0.34,1.2,0.06,26,111,0.9931,351,0.47,107,5.94,France
1060,53,0.3,0.2,1.1,0.077,48,166,0.9944,33,0.54,87,4.0600000000000005,Australia
1061,8,0.26,0.36,2,0.054,30,121,0.992,309,0.72,116,6.79,France
1062,7,0.21,0.28,7.5,0.07,45,185,0.9966,334,0.55,94,4.57,France
1063,67,0.26,0.26,4,0.079,355,216,0.9956,331,0.68,95,5.01,Australia
1064,67,0.26,0.26,4.1,0.073,36,202,0.9956,33,0.67,95,5.1,Australia
1065,81,0.26,0.37,1.9,0.072,48,159,0.9949,337,0.7,109,6.18,Australia
1066,83,0.22,0.38,14.8,0.054,32,126,1.0002,322,0.5,97,4.57,Italy
1067,64,0.3,0.51,5.5,0.048,62,172,0.9942,308,0.45,91,5.82,USA
1068,75,0.19,0.34,2.6,0.037,33,125,0.9923,31,0.49,111,6.71,Australia
1069,88,0.33,0.44,6.35,0.024,9,87,0.9917,296,0.4,126,7.16,Australia
1070,69,0.2,0.36,1.5,0.031,38,147,0.9931,335,0.56,11,5.98,USA
1071,8,0.37,0.32,1.6,0.04,32,166,0.992,3,0.55,113,6.5,Italy
1072,83,0.22,0.38,14.8,0.054,32,126,1.0002,322,0.5,97,5.32,France
1073,82,0.29,0.33,9.1,0.036,28,118,0.9953,296,0.4,109,7.01,Spain
1074,77,0.34,0.3,8,0.048,25,192,0.9951,297,0.47,109,4.58,Australia
1075,62,0.55,0.45,12,0.049,27,186,0.9974,317,0.5,93,6.32,France
1076,64,0.4,0.19,3.2,0.033,28,124,0.9904,322,0.54,127,7.49,Spain
1077,75,0.28,0.33,7.7,0.048,42,180,0.9974,337,0.59,101,6.5,USA
1078,78,0.26,0.44,1.3,0.037,43,132,0.9944,318,0.65,10,4.75,Australia
1079,65,0.26,0.34,16.3,0.051,56,197,1.0004,349,0.42,98,4.98,USA
1080,63,0.34,0.29,6.2,0.046,29,227,0.9952,329,0.53,101,6.49,Australia
1081,68,0.15,0.33,4.7,0.059,31,118,0.9956,343,0.39,9,6.86,Australia
1082,63,0.27,0.25,5.8,0.038,52,155,0.995,328,0.38,94,6.38,Spain
1083,63,0.27,0.25,5.8,0.038,52,155,0.995,328,0.38,94,6.12,Australia
1084,74,0.2,0.37,16.95,0.048,43,190,0.9995,303,0.42,92,6.2,Spain
1085,63,0.23,0.21,5.1,0.035,29,142,0.9942,336,0.33,101,6.5,Australia
1086,73,0.31,0.69,10.2,0.041,58,160,0.9977,306,0.45,86,4.73,France
1087,52,0.24,0.45,3.8,0.027,21,128,0.992,355,0.49,112,8.33,France
