wine_id,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,p_h,sulphates,alcohol,quality,region
320,96,0.77,0.12,29,0.082,30,74,0.99865,33,0.64,104,5.67,USA
321,98,0.66,0.39,32,0.083,21,59,0.9989,337,0.71,115,7.53,Australia
322,93,0.61,0.26,34,0.09,25,87,0.99975,324,0.62,97,5.62,USA
323,78,0.62,0.05,23,0.079,6,18,0.99735,329,0.63,93,5.48,Australia
324,103,0.59,0.42,28,0.09,35,73,0.999,328,0.7,95,6.61,Australia
325,10,0.49,0.2,11,0.071,13,50,1.0015,316,0.69,92,6,Italy
326,10,0.49,0.2,11,0.071,13,50,1.0015,316,0.69,92,5.75,Spain
327,116,0.53,0.66,365,0.121,6,14,0.9978,305,0.74,115,6.44,Australia
328,103,0.44,0.5,45,0.107,5,13,0.998,328,0.83,115,4.9399999999999995,Australia
329,134,0.27,0.62,26,0.082,6,21,1.0002,316,0.67,97,5.72,Spain
330,107,0.46,0.39,2,0.061,7,15,0.9981,318,0.62,95,4.8999999999999995,France
331,102,0.36,0.64,29,0.122,10,41,0.998,323,0.66,125,5.2700000000000005,France
332,102,0.36,0.64,29,0.122,10,41,0.998,323,0.66,125,6.489999999999999,Australia
333,8,0.58,0.28,32,0.066,21,114,0.9973,322,0.54,94,6.23,Italy
334,84,0.56,0.08,21,0.105,16,44,0.9958,313,0.52,11,4.54,France
335,79,0.65,0.01,25,0.078,17,38,0.9963,334,0.74,117,6.97,USA
336,119,0.695,0.53,34,0.128,7,21,0.9992,317,0.84,122,6.470000000000001,Spain
337,89,0.43,0.45,19,0.052,6,16,0.9948,335,0.7,125,6.29,France
338,78,0.43,0.32,28,0.08,29,58,0.9974,331,0.64,103,4.5600000000000005,Australia
339,124,0.49,0.58,3,0.103,28,99,1.0008,316,1,115,6.13,France
340,125,0.28,0.54,23,0.082,12,29,0.9997,311,1.36,98,7.59,Spain
341,122,0.34,0.5,24,0.066,10,21,1,312,1.18,92,6.11,France
342,106,0.42,0.48,27,0.065,5,18,0.9972,321,0.87,113,6.25,France
343,109,0.39,0.47,18,0.118,6,14,0.9982,33,0.75,98,6.1000000000000005,USA
344,109,0.39,0.47,18,0.118,6,14,0.9982,33,0.75,98,6.42,France
345,119,0.57,0.5,26,0.082,6,32,1.0006,312,0.78,107,6.38,Australia
346,7,0.685,0,19,0.067,40,63,0.9979,36,0.81,99,5.069999999999999,France
347,66,0.815,0.02,27,0.072,17,34,0.9955,358,0.89,123,6.91,France
348,138,0.49,0.67,3,0.093,6,15,0.9986,302,0.93,12,5.54,Italy
349,96,0.56,0.31,28,0.089,15,46,0.9979,311,0.92,10,6.7299999999999995,Australia
350,91,0.785,0,26,0.093,11,28,0.9994,336,0.86,94,6.22,Australia
351,107,0.67,0.22,27,0.107,17,34,1.0004,328,0.98,99,5.8,Spain
352,91,0.795,0,26,0.096,11,26,0.9994,335,0.83,94,6.71,Australia
353,77,0.665,0,24,0.09,8,19,0.9974,327,0.73,93,4.61,USA
354,135,0.53,0.79,48,0.12,23,77,1.0018,318,0.77,13,5.26,Spain
355,61,0.21,0.4,14,0.066,405,165,0.9912,325,0.59,119,5.89,Spain
356,67,0.75,0.01,24,0.078,17,32,0.9955,355,0.61,128,5.98,France
357,115,0.41,0.52,3,0.08,29,55,1.0001,326,0.88,11,4.11,France
358,105,0.42,0.66,295,0.116,12,29,0.997,324,0.75,117,6.68,USA
359,119,0.43,0.66,31,0.109,10,23,1,315,0.85,104,6.6,Spain
360,126,0.38,0.66,26,0.088,10,41,1.001,317,0.68,98,5.5600000000000005,USA
361,82,0.7,0.23,2,0.099,14,81,0.9973,319,0.7,94,4.609999999999999,Italy
362,86,0.45,0.31,26,0.086,21,50,0.9982,337,0.91,99,6,France
363,119,0.58,0.66,25,0.072,6,37,0.9992,305,0.56,10,5.590000000000001,Australia
364,125,0.46,0.63,2,0.071,6,15,0.9988,299,0.87,102,5.199999999999999,Italy
365,128,0.615,0.66,58,0.083,7,42,1.0022,307,0.73,10,7.1000000000000005,Spain
366,10,0.42,0.5,34,0.107,7,21,0.9979,326,0.93,118,6.75,Australia
367,128,0.615,0.66,58,0.083,7,42,1.0022,307,0.73,10,6.91,USA
368,104,0.575,0.61,26,0.076,11,24,1,316,0.69,9,4.79,Spain
369,103,0.34,0.52,28,0.159,15,75,0.9998,318,0.64,94,5.26,France
370,94,0.27,0.53,24,0.074,6,18,0.9962,32,1.13,12,7.07,Spain
371,69,0.765,0.02,23,0.063,35,63,0.9975,357,0.78,99,5.54,France
372,79,0.24,0.4,16,0.056,11,25,0.9967,332,0.87,87,6.340000000000001,USA
373,91,0.28,0.48,18,0.067,26,46,0.9967,332,1.04,106,6.26,Italy
374,74,0.55,0.22,22,0.106,12,72,0.9959,305,0.63,92,4.37,USA
375,14,0.41,0.63,38,0.089,6,47,1.0014,301,0.81,108,5.8500000000000005,Australia
376,115,0.54,0.71,44,0.124,6,15,0.9984,301,0.83,118,6.65,Italy
377,115,0.45,0.5,3,0.078,19,47,1.0003,326,1.11,11,6.55,France
378,94,0.27,0.53,24,0.074,6,18,0.9962,32,1.13,12,7.09,Australia
379,114,0.625,0.66,62,0.088,6,24,0.9988,311,0.99,133,6.86,Australia
380,83,0.42,0.38,25,0.094,24,60,0.9979,331,0.7,108,5.45,Spain
381,83,0.26,0.42,2,0.08,11,27,0.9974,321,0.8,94,6.0200000000000005,France
382,137,0.415,0.68,29,0.085,17,43,1.0014,306,0.8,10,6.39,USA
383,83,0.26,0.42,2,0.08,11,27,0.9974,321,0.8,94,6.37,Australia
384,83,0.26,0.42,2,0.08,11,27,0.9974,321,0.8,94,6.2,Spain
385,77,0.51,0.28,21,0.087,23,54,0.998,342,0.74,92,4.6000000000000005,Italy
386,74,0.63,0.07,24,0.09,11,37,0.9979,343,0.76,97,5.7700000000000005,Italy
387,78,0.54,0.26,2,0.088,23,48,0.9981,341,0.74,92,6.71,Spain
388,83,0.66,0.15,19,0.079,17,42,0.9972,331,0.54,96,5.12,USA
389,78,0.46,0.26,19,0.088,23,53,0.9981,343,0.74,92,5.569999999999999,Spain
390,96,0.38,0.31,25,0.096,16,49,0.9982,319,0.7,10,7.03,USA
391,56,0.85,0.05,14,0.045,12,88,0.9924,356,0.82,129,8.229999999999999,France
392,137,0.415,0.68,29,0.085,17,43,1.0014,306,0.8,10,5.239999999999999,Italy
393,95,0.37,0.52,2,0.082,6,26,0.998,318,0.51,95,4.42,Italy
394,84,0.665,0.61,2,0.112,13,95,0.997,316,0.54,91,5.119999999999999,Australia
395,127,0.6,0.65,23,0.063,6,25,0.9997,303,0.57,99,5.33,USA
396,12,0.37,0.76,42,0.066,7,38,1.0004,322,0.6,13,7.04,Spain
397,66,0.735,0.02,79,0.122,68,124,0.9994,347,0.53,99,5.140000000000001,Italy
398,115,0.59,0.59,26,0.087,13,49,0.9988,318,0.65,11,6.62,Australia
399,115,0.59,0.59,26,0.087,13,49,0.9988,318,0.65,11,6.05,Italy
400,87,0.765,0.22,23,0.064,9,42,0.9963,31,0.55,94,4.739999999999999,USA
401,66,0.735,0.02,79,0.122,68,124,0.9994,347,0.53,99,5.8100000000000005,Italy
402,77,0.26,0.3,17,0.059,20,38,0.9949,329,0.47,108,6.21,USA
403,122,0.48,0.54,26,0.085,19,64,1,31,0.61,105,6.140000000000001,France
404,114,0.6,0.49,27,0.085,10,41,0.9994,315,0.63,105,5.99,France
405,77,0.69,0.05,27,0.075,15,27,0.9974,326,0.61,91,5.17,Spain
406,87,0.31,0.46,14,0.059,11,25,0.9966,336,0.76,101,6.04,Australia
407,98,0.44,0.47,25,0.063,9,28,0.9981,324,0.65,108,6.050000000000001,Australia
408,12,0.39,0.66,3,0.093,12,30,0.9996,318,0.63,108,6.99,Spain
409,104,0.34,0.58,37,0.174,6,16,0.997,319,0.7,113,5.94,Australia
410,125,0.46,0.49,45,0.07,26,49,0.9981,305,0.57,96,4.51,USA
411,9,0.43,0.34,25,0.08,26,86,0.9987,338,0.62,95,6.44,Australia
412,91,0.45,0.35,24,0.08,23,78,0.9987,338,0.62,95,5.46,Spain
413,71,0.735,0.16,19,0.1,15,77,0.9966,327,0.64,93,4.75,Spain
414,99,0.4,0.53,67,0.097,6,19,0.9986,327,0.82,117,7.37,France
415,88,0.52,0.34,27,0.087,24,122,0.9982,326,0.61,95,4.88,Italy
416,86,0.725,0.24,66,0.117,31,134,1.0014,332,1.07,93,5.07,Spain
417,106,0.48,0.64,22,0.111,6,20,0.997,326,0.66,117,6.14,Spain
418,7,0.58,0.12,19,0.091,34,124,0.9956,344,0.48,105,4.1499999999999995,Spain
419,119,0.38,0.51,2,0.121,7,20,0.9996,324,0.76,104,6.02,France
420,68,0.77,0,18,0.066,34,52,0.9976,362,0.68,99,4.8,Spain
421,95,0.56,0.33,24,0.089,35,67,0.9972,328,0.73,118,6.67,Spain
422,66,0.84,0.03,23,0.059,32,48,0.9952,352,0.56,123,7.53,Australia
423,77,0.96,0.2,2,0.047,15,60,0.9955,336,0.44,109,5.62,Australia
424,105,0.24,0.47,21,0.066,6,24,0.9978,315,0.9,11,7.48,Spain
425,77,0.96,0.2,2,0.047,15,60,0.9955,336,0.44,109,5.61,France
426,66,0.84,0.03,23,0.059,32,48,0.9952,352,0.56,123,7,Spain
427,64,0.67,0.08,21,0.045,19,48,0.9949,349,0.49,114,5.75,Italy
428,95,0.78,0.22,19,0.077,6,32,0.9988,326,0.56,106,5.44,Italy
429,91,0.52,0.33,13,0.07,9,30,0.9978,324,0.6,93,4.9399999999999995,USA
430,128,0.84,0.63,24,0.088,13,35,0.9997,31,0.6,104,5.72,USA
431,105,0.24,0.47,21,0.066,6,24,0.9978,315,0.9,11,6.8999999999999995,France
432,78,0.55,0.35,22,0.074,21,66,0.9974,325,0.56,92,4.2700000000000005,France
433,119,0.37,0.69,23,0.078,12,24,0.9958,3,0.65,128,6.489999999999999,USA
434,123,0.39,0.63,23,0.091,6,18,1.0004,316,0.49,95,5.23,Italy
435,104,0.41,0.55,32,0.076,22,54,0.9996,315,0.89,99,5.54,France
436,123,0.39,0.63,23,0.091,6,18,1.0004,316,0.49,95,4.97,Italy
437,8,0.67,0.3,2,0.06,38,62,0.9958,326,0.56,102,5.470000000000001,Spain
438,111,0.45,0.73,32,0.066,6,22,0.9986,317,0.66,112,6.29,Australia
439,104,0.41,0.55,32,0.076,22,54,0.9996,315,0.89,99,5.5600000000000005,Australia
440,7,0.62,0.18,15,0.062,7,50,0.9951,308,0.6,93,5.13,Spain
441,126,0.31,0.72,22,0.072,6,29,0.9987,288,0.82,98,8.59,Spain
442,119,0.4,0.65,215,0.068,7,27,0.9988,306,0.68,113,6.11,Spain
443,156,0.685,0.76,37,0.1,6,43,1.0032,295,0.68,112,7.25,USA
444,10,0.44,0.49,27,0.077,11,19,0.9963,323,0.63,116,7.1000000000000005,Australia
445,53,0.57,0.01,17,0.054,5,27,0.9934,357,0.84,125,7.42,France
446,95,0.735,0.1,21,0.079,6,31,0.9986,323,0.56,101,6.38,France
447,125,0.38,0.6,26,0.081,31,72,0.9996,31,0.73,105,5.069999999999999,USA
448,93,0.48,0.29,21,0.127,6,16,0.9968,322,0.72,112,4.91,France
449,86,0.53,0.22,2,0.1,7,27,0.9967,32,0.56,102,5.54,France
450,119,0.39,0.69,28,0.095,17,35,0.9994,31,0.61,108,6.7299999999999995,Spain
451,119,0.39,0.69,28,0.095,17,35,0.9994,31,0.61,108,6.22,Australia
452,84,0.37,0.53,18,0.413,9,26,0.9979,306,1.06,91,5.8,France
453,68,0.56,0.03,17,0.084,18,35,0.9968,344,0.63,10,6.71,USA
454,104,0.33,0.63,28,0.084,5,22,0.9998,326,0.74,112,6.61,France
455,7,0.23,0.4,16,0.063,21,67,0.9952,35,0.63,111,5.26,Italy
456,113,0.62,0.67,52,0.086,6,19,0.9988,322,0.69,134,7.890000000000001,USA
457,89,0.59,0.39,23,0.095,5,22,0.9986,337,0.58,103,4.98,Australia
458,92,0.63,0.21,27,0.097,29,65,0.9988,328,0.58,96,4.11,Italy
459,104,0.33,0.63,28,0.084,5,22,0.9998,326,0.74,112,6.68,Italy
460,116,0.58,0.66,22,0.074,10,47,1.0008,325,0.57,9,2.5999999999999996,USA
461,92,0.43,0.52,23,0.083,14,23,0.9976,335,0.61,113,5.5600000000000005,France
462,83,0.615,0.22,26,0.087,6,19,0.9982,326,0.61,93,4.609999999999999,France
463,11,0.26,0.68,255,0.085,10,25,0.997,318,0.61,118,5,USA
464,81,0.66,0.7,22,0.098,25,129,0.9972,308,0.53,9,5.590000000000001,Italy
465,115,0.315,0.54,21,0.084,5,15,0.9987,298,0.7,92,6.199999999999999,USA
466,10,0.29,0.4,29,0.098,10,26,1.0006,348,0.91,97,5.1000000000000005,USA
467,103,0.5,0.42,2,0.069,21,51,0.9982,316,0.72,115,6.75,France
468,88,0.46,0.45,26,0.065,7,18,0.9947,332,0.79,14,5.91,France
469,114,0.36,0.69,21,0.09,6,21,1,317,0.62,92,5.79,Australia
470,87,0.82,0.02,12,0.07,36,48,0.9952,32,0.58,98,5.26,Italy
471,13,0.32,0.65,26,0.093,15,47,0.9996,305,0.61,106,5.07,USA
472,96,0.54,0.42,24,0.081,25,52,0.997,32,0.71,114,6.54,Italy
473,125,0.37,0.55,26,0.083,25,68,0.9995,315,0.82,104,6.340000000000001,Italy
474,99,0.35,0.55,21,0.062,5,14,0.9971,326,0.79,106,5.26,USA
475,105,0.28,0.51,17,0.08,10,24,0.9982,32,0.89,94,5.37,USA
476,96,0.68,0.24,22,0.087,5,28,0.9988,314,0.6,102,4.8500000000000005,Australia
477,93,0.27,0.41,2,0.091,6,16,0.998,328,0.7,97,4.65,Italy
478,104,0.24,0.49,18,0.075,6,20,0.9977,318,1.06,11,6.55,Spain
479,96,0.68,0.24,22,0.087,5,28,0.9988,314,0.6,102,5.09,France
480,94,0.685,0.11,27,0.077,6,31,0.9984,319,0.7,101,6.86,France
481,106,0.28,0.39,155,0.069,6,23,1.0026,312,0.66,92,4.45,Spain
482,94,0.3,0.56,28,0.08,6,17,0.9964,315,0.92,117,8.02,Australia
483,106,0.36,0.59,22,0.152,6,18,0.9986,304,1.05,94,5.39,Italy
484,106,0.36,0.6,22,0.152,7,18,0.9986,304,1.06,94,5.37,Spain
485,106,0.44,0.68,41,0.114,6,24,0.997,306,0.66,134,6.2,France
486,102,0.67,0.39,19,0.054,6,17,0.9976,317,0.47,10,4.6000000000000005,Spain
487,102,0.67,0.39,19,0.054,6,17,0.9976,317,0.47,10,4.7700000000000005,Spain
488,102,0.645,0.36,18,0.053,5,14,0.9982,317,0.42,10,6.71,France
489,116,0.32,0.55,28,0.081,35,67,1.0002,332,0.92,108,6.12,Australia
490,93,0.39,0.4,26,0.073,10,26,0.9984,334,0.75,102,5.569999999999999,France
491,93,0.775,0.27,28,0.078,24,56,0.9984,331,0.67,106,6.03,USA
492,92,0.41,0.5,25,0.055,12,25,0.9952,334,0.79,133,7.23,Spain
493,89,0.4,0.51,26,0.052,13,27,0.995,332,0.9,134,6.239999999999999,France
494,87,0.69,0.31,3,0.086,23,81,1.0002,348,0.74,116,5.42,Spain
495,65,0.39,0.23,83,0.051,28,91,0.9952,344,0.55,121,6.119999999999999,Italy
496,107,0.35,0.53,26,0.07,5,16,0.9972,315,0.65,11,8.33,Italy
497,78,0.52,0.25,19,0.081,14,38,0.9984,343,0.65,9,6.04,Italy
498,72,0.34,0.32,25,0.09,43,113,0.9966,332,0.79,111,5.140000000000001,Italy
499,107,0.35,0.53,26,0.07,5,16,0.9972,315,0.65,11,8.62,Italy
500,87,0.69,0.31,3,0.086,23,81,1.0002,348,0.74,116,6.05,Italy
501,78,0.52,0.25,19,0.081,14,38,0.9984,343,0.65,9,5.739999999999999,USA
502,104,0.44,0.73,655,0.074,38,76,0.999,317,0.85,12,7.8100000000000005,Australia
503,104,0.44,0.73,655,0.074,38,76,0.999,317,0.85,12,7.21,France
504,105,0.26,0.47,19,0.078,6,24,0.9976,318,1.04,109,7.140000000000001,Australia
505,105,0.24,0.42,18,0.077,6,22,0.9976,321,1.05,108,6.99,Italy
506,102,0.49,0.63,29,0.072,10,26,0.9968,316,0.78,125,7.17,USA
507,104,0.24,0.46,18,0.075,6,21,0.9976,325,1.02,108,7.04,Spain
508,112,0.67,0.55,23,0.084,6,13,1,317,0.71,95,6.050000000000001,France
509,10,0.59,0.31,22,0.09,26,62,0.9994,318,0.63,102,5.99,USA
510,133,0.29,0.75,28,0.084,23,43,0.9986,304,0.68,114,6.94,USA
511,124,0.42,0.49,46,0.073,19,43,0.9978,302,0.61,95,5.51,Italy
512,10,0.59,0.31,22,0.09,26,62,0.9994,318,0.63,102,6.44,USA
513,107,0.4,0.48,21,0.125,15,49,0.998,303,0.81,97,6.46,Italy
514,105,0.51,0.64,24,0.107,6,15,0.9973,309,0.66,118,6.75,Australia
515,105,0.51,0.64,24,0.107,6,15,0.9973,309,0.66,118,7.37,Australia
516,85,0.655,0.49,61,0.122,34,151,1.001,331,1.14,93,4.88,Spain
517,125,0.6,0.49,43,0.1,5,14,1.001,325,0.74,119,6.07,USA
518,104,0.61,0.49,21,0.2,5,16,0.9994,316,0.63,84,3.14,Italy
519,109,0.21,0.49,28,0.088,11,32,0.9972,322,0.68,117,5.1499999999999995,Spain
520,73,0.365,0.49,25,0.088,39,106,0.9966,336,0.78,11,5.02,Spain
521,98,0.25,0.49,27,0.088,15,33,0.9982,342,0.9,10,5.8,USA
522,76,0.41,0.49,2,0.088,16,43,0.998,348,0.64,91,4.67,Italy
523,82,0.39,0.49,23,0.099,47,133,0.9979,338,0.99,98,5.53,France
524,93,0.4,0.49,25,0.085,38,142,0.9978,322,0.55,94,5.62,Australia
525,92,0.43,0.49,24,0.086,23,116,0.9976,323,0.64,95,5.48,Australia
526,104,0.64,0.24,28,0.105,29,53,0.9998,324,0.67,99,5.61,Spain
527,73,0.365,0.49,25,0.088,39,106,0.9966,336,0.78,11,5,Spain
528,7,0.38,0.49,25,0.097,33,85,0.9962,339,0.77,114,5.75,Italy
529,82,0.42,0.49,26,0.084,32,55,0.9988,334,0.75,87,5.44,Italy
530,99,0.63,0.24,24,0.077,6,33,0.9974,309,0.57,94,4.9399999999999995,USA
531,91,0.22,0.24,21,0.078,1,28,0.999,341,0.87,103,5.72,France
532,119,0.38,0.49,27,0.098,12,42,1.0004,316,0.61,103,4.8999999999999995,Spain
533,119,0.38,0.49,27,0.098,12,42,1.0004,316,0.61,103,4.2700000000000005,USA
534,103,0.27,0.24,21,0.072,15,33,0.9956,322,0.66,128,6.489999999999999,USA
535,10,0.48,0.24,27,0.102,13,32,1,328,0.56,10,6.23,USA
536,91,0.22,0.24,21,0.078,1,28,0.999,341,0.87,103,5.54,Italy
537,99,0.63,0.24,24,0.077,6,33,0.9974,309,0.57,94,4.97,Australia
538,81,0.825,0.24,21,0.084,5,13,0.9972,337,0.77,107,5.470000000000001,Spain
539,129,0.35,0.49,58,0.066,5,35,1.0014,32,0.66,12,7.29,Australia
540,112,0.5,0.74,515,0.1,5,17,0.9996,322,0.62,112,4.5600000000000005,Italy
541,92,0.59,0.24,33,0.101,20,47,0.9988,326,0.67,96,5.13,France
542,95,0.46,0.49,63,0.064,5,17,0.9988,321,0.73,11,6.59,Italy
543,93,0.715,0.24,21,0.07,5,20,0.9966,312,0.59,99,5.11,USA
544,112,0.66,0.24,25,0.085,16,53,0.9993,306,0.72,11,6.25,Australia
545,143,0.31,0.74,18,0.075,6,15,1.0008,286,0.79,84,6.1000000000000005,USA
546,91,0.47,0.49,26,0.094,38,106,0.9982,308,0.59,91,5.42,France
547,75,0.55,0.24,2,0.078,10,28,0.9983,345,0.78,95,6.38,Australia
548,106,0.31,0.49,25,0.067,6,21,0.9987,326,0.86,107,6.069999999999999,Spain
549,124,0.35,0.49,26,0.079,27,69,0.9994,312,0.75,104,5.91,Spain
550,9,0.53,0.49,19,0.171,6,25,0.9975,327,0.61,94,5.54,USA
551,68,0.51,0.01,21,0.074,9,25,0.9958,333,0.56,95,6.7299999999999995,France
552,94,0.43,0.24,28,0.092,14,45,0.998,319,0.73,10,6.22,USA
553,95,0.46,0.24,27,0.092,14,44,0.998,312,0.74,10,5.8,Australia
554,5,1.04,0.24,16,0.05,32,96,0.9934,374,0.62,115,5.71,USA
555,155,0.645,0.49,42,0.095,10,23,1.00315,292,0.74,111,4.61,Italy
556,155,0.645,0.49,42,0.095,10,23,1.00315,292,0.74,111,5.26,Italy
557,109,0.53,0.49,46,0.118,10,17,1.0002,307,0.56,117,5.89,France
558,156,0.645,0.49,42,0.095,10,23,1.00315,292,0.74,111,4.98,Australia
559,109,0.53,0.49,46,0.118,10,17,1.0002,307,0.56,117,5.11,USA
560,13,0.47,0.49,43,0.085,6,47,1.0021,33,0.68,127,5.68,Australia
561,127,0.6,0.49,28,0.075,5,19,0.9994,314,0.57,114,4.6,France
562,9,0.44,0.49,24,0.078,26,121,0.9978,323,0.58,92,4.5600000000000005,Australia
563,9,0.54,0.49,29,0.094,41,110,0.9982,308,0.61,92,4.609999999999999,Spain
564,76,0.29,0.49,27,0.092,25,60,0.9971,331,0.61,101,6,Australia
565,13,0.47,0.49,43,0.085,6,47,1.0021,33,0.68,127,6.590000000000001,USA
566,127,0.6,0.49,28,0.075,5,19,0.9994,314,0.57,114,5.199999999999999,USA
567,87,0.7,0.24,25,0.226,5,15,0.9991,332,0.6,9,6.1000000000000005,Italy
568,87,0.7,0.24,25,0.226,5,15,0.9991,332,0.6,9,6.75,Spain
569,98,0.5,0.49,26,0.25,5,20,0.999,331,0.79,107,5.91,France
570,62,0.36,0.24,22,0.095,19,42,0.9946,357,0.57,117,5.79,Spain
571,115,0.35,0.49,33,0.07,10,37,1.0003,332,0.91,11,6.26,USA
572,62,0.36,0.24,22,0.095,19,42,0.9946,357,0.57,117,6.07,France
573,102,0.24,0.49,24,0.075,10,28,0.9978,314,0.61,104,5.54,Australia
574,105,0.59,0.49,21,0.07,14,47,0.9991,33,0.56,96,4.340000000000001,USA
575,106,0.34,0.49,32,0.078,20,78,0.9992,319,0.7,10,6.26,Australia
576,123,0.27,0.49,31,0.079,28,46,0.9993,32,0.8,102,5.37,Italy
577,99,0.5,0.24,23,0.103,6,14,0.9978,334,0.52,10,3.8499999999999996,Spain
578,88,0.44,0.49,28,0.083,18,111,0.9982,33,0.6,95,4.65,Italy
579,88,0.47,0.49,29,0.085,17,110,0.9982,329,0.6,98,5.55,USA
580,106,0.31,0.49,22,0.063,18,40,0.9976,314,0.51,98,6.09,Australia
581,123,0.5,0.49,22,0.089,5,14,1.0002,319,0.44,96,5.86,Australia
582,123,0.5,0.49,22,0.089,5,14,1.0002,319,0.44,96,4.45,USA
583,117,0.49,0.49,22,0.083,5,15,1,319,0.43,92,5.0200000000000005,Australia
584,12,0.28,0.49,19,0.074,10,21,0.9976,298,0.66,99,7.39,Australia
585,118,0.33,0.49,34,0.093,54,80,1.0002,33,0.76,107,7.37,USA
586,76,0.51,0.24,24,0.091,8,38,0.998,347,0.66,96,6.2,Italy
587,111,0.31,0.49,27,0.094,16,47,0.9986,312,1.02,106,6.6000000000000005,Italy
588,73,0.73,0.24,19,0.108,18,102,0.9967,326,0.59,93,4.7700000000000005,USA
589,5,0.42,0.24,2,0.06,19,50,0.9917,372,0.74,14,8.71,Italy
590,102,0.29,0.49,26,0.059,5,13,0.9976,305,0.74,105,6.12,Spain
591,9,0.45,0.49,26,0.084,21,75,0.9987,335,0.57,97,4.569999999999999,France
592,66,0.39,0.49,17,0.07,23,149,0.9922,312,0.5,115,6.03,France
593,9,0.45,0.49,26,0.084,21,75,0.9987,335,0.57,97,5.23,Spain
594,99,0.49,0.58,35,0.094,9,43,1.0004,329,0.58,9,4.239999999999999,USA
595,79,0.72,0.17,26,0.096,20,38,0.9978,34,0.53,95,4.42,France
596,89,0.595,0.41,79,0.086,30,109,0.9998,327,0.57,93,5.119999999999999,Italy
597,124,0.4,0.51,2,0.059,6,24,0.9994,304,0.6,93,6.33,France
598,119,0.58,0.58,19,0.071,5,18,0.998,309,0.63,10,6.04,Italy
599,85,0.585,0.18,21,0.078,5,30,0.9967,32,0.48,98,6.140000000000001,Spain
600,127,0.59,0.45,23,0.082,11,22,1,3,0.7,93,6.62,USA
601,82,0.915,0.27,21,0.088,7,23,0.9962,326,0.47,10,4.05,Italy
602,132,0.46,0.52,22,0.071,12,35,1.0006,31,0.56,9,5.739999999999999,Italy
603,77,0.835,0,26,0.081,6,14,0.9975,33,0.52,93,5.8100000000000005,USA
604,132,0.46,0.52,22,0.071,12,35,1.0006,31,0.56,9,6.21,Spain
605,83,0.58,0.13,29,0.096,14,63,0.9984,317,0.62,91,6.140000000000001,USA
606,83,0.6,0.13,26,0.085,6,24,0.9984,331,0.59,92,5.99,Spain
607,94,0.41,0.48,46,0.072,10,20,0.9973,334,0.79,122,7.17,USA
608,88,0.48,0.41,33,0.092,26,52,0.9982,331,0.53,105,6.04,Australia
609,101,0.65,0.37,51,0.11,11,65,1.0026,332,0.64,104,6.050000000000001,USA
610,63,0.36,0.19,32,0.075,15,39,0.9956,356,0.52,127,5.99,USA
611,88,0.24,0.54,25,0.083,25,57,0.9983,339,0.54,92,4.94,France
612,132,0.38,0.55,27,0.081,5,16,1.0006,298,0.54,94,5.51,Spain
613,75,0.64,0,24,0.077,18,29,0.9965,332,0.6,10,6.44,France
614,82,0.39,0.38,15,0.058,10,29,0.9962,326,0.74,98,5.46,France
615,92,0.755,0.18,22,0.148,10,103,0.9969,287,1.36,102,5.75,Spain
616,96,0.6,0.5,23,0.079,28,71,0.9997,35,0.57,97,5.37,Spain
617,96,0.6,0.5,23,0.079,28,71,0.9997,35,0.57,97,4.88,Italy
618,115,0.31,0.51,22,0.079,14,28,0.9982,303,0.93,98,6.07,France
619,114,0.46,0.5,27,0.122,4,17,1.0006,313,0.7,102,5.14,Italy
620,113,0.37,0.41,23,0.088,6,16,0.9988,309,0.8,93,4.1499999999999995,France
621,83,0.54,0.24,34,0.076,16,112,0.9976,327,0.61,94,5.02,France
622,82,0.56,0.23,34,0.078,14,104,0.9976,328,0.62,94,4.8,Italy
623,10,0.58,0.22,19,0.08,9,32,0.9974,313,0.55,95,4.67,France
624,79,0.51,0.25,29,0.077,21,45,0.9974,349,0.96,121,6.53,France
625,68,0.69,0,56,0.124,21,58,0.9997,346,0.72,102,5.62,Italy
626,68,0.69,0,56,0.124,21,58,0.9997,346,0.72,102,5.48,France
627,88,0.6,0.29,22,0.098,5,15,0.9988,336,0.49,91,5.61,Spain
628,88,0.6,0.29,22,0.098,5,15,0.9988,336,0.49,91,5,France
629,87,0.54,0.26,25,0.097,7,31,0.9976,327,0.6,93,5.75,Italy
630,76,0.685,0.23,23,0.111,20,84,0.9964,321,0.61,93,4.44,Italy
631,87,0.54,0.26,25,0.097,7,31,0.9976,327,0.6,93,5.9399999999999995,Australia
632,104,0.28,0.54,27,0.105,5,19,0.9988,325,0.63,95,4.72,USA
633,76,0.41,0.14,3,0.087,21,43,0.9964,332,0.57,105,5.8999999999999995,USA
634,101,0.935,0.22,34,0.105,11,86,1.001,343,0.64,113,3.27,Spain
635,79,0.35,0.21,19,0.073,46,102,0.9964,327,0.58,95,5.489999999999999,France
636,87,0.84,0,14,0.065,24,33,0.9954,327,0.55,97,5.23,Australia
637,96,0.88,0.28,24,0.086,30,147,0.9979,324,0.53,94,4.54,Italy
638,95,0.885,0.27,23,0.084,31,145,0.9978,324,0.53,94,4.97,USA
639,77,0.915,0.12,22,0.143,7,23,0.9964,335,0.65,102,6.470000000000001,France
640,89,0.29,0.35,19,0.067,25,57,0.997,318,1.36,103,6.29,USA
