gender,age,class,embarked,country,fare,sibsp,parch,survived
male,37,1st,Southampton,England,42.08,0,0,no
male,62,2nd,Southampton,England,10.1,0,0,yes
male,45,1st,Southampton,United States,83.0906,1,0,no
female,35,1st,Southampton,United States,83.0906,1,0,yes
male,45,2nd,Southampton,England,10.1,0,0,no
male,46,1st,Southampton,England,NA,0,0,no
male,33,2nd,Southampton,England,NA,NA,NA,no
female,7,2nd,Southampton,England,26.05,0,2,yes
male,47,2nd,Southampton,England,26.05,1,1,no
male,29,3rd,Queenstown,Ireland,6.1702,0,0,no
female,48,2nd,Southampton,England,26.05,1,1,yes
male,27,1st,Cherbourg,Egypt,76.1407,0,0,yes
male,45,1st,Southampton,England,30,0,0,yes
female,24,1st,Cherbourg,United States,83.0302,0,0,yes
male,55,1st,Southampton,Canada,93.1,1,1,no
female,52,1st,Southampton,Canada,93.1,1,1,yes
male,42,1st,Southampton,England,42.1,0,0,no
female,33,3rd,Queenstown,Ireland,7.15,0,0,yes
male,27,3rd,Southampton,Sweden,6.1906,0,0,yes
male,24,3rd,Southampton,NA,56.0911,0,0,yes
female,20,3rd,Queenstown,Ireland,6.15,0,0,no
female,16,3rd,Southampton,Finland,7.1806,0,0,yes
female,23,3rd,Southampton,Finland,7.1806,0,0,no
female,22,3rd,Southampton,Sweden,8.1903,0,0,yes
male,30,3rd,Southampton,Hungary,7.1711,0,0,no
female,28,3rd,Southampton,Sweden,7.1506,0,0,no
female,21,3rd,Queenstown,Ireland,7.15,0,0,no
female,24,2nd,Southampton,England,65,1,2,yes
female,24,2nd,Southampton,England,65,1,2,yes
male,50,2nd,Southampton,England,65,1,2,no
female,50,2nd,Southampton,India,65,1,2,yes
female,56,2nd,Southampton,India,16,0,0,yes
male,24,2nd,Southampton,England,73.1,2,0,no
male,30,2nd,Southampton,England,73.1,2,0,no
male,21,2nd,Southampton,England,73.1,2,0,no
male,44,1st,Southampton,England,51.1703,0,0,no
female,18,2nd,Southampton,Finland,13,1,1,no
male,55,1st,Southampton,England,50,0,0,no
female,17,1st,Cherbourg,United States,57.1907,0,1,yes
female,44,1st,Cherbourg,United States,57.1907,0,1,yes
female,2,3rd,Southampton,Finland,12.0509,0,1,yes
female,22,3rd,Southampton,Finland,12.0509,1,1,yes
female,20,2nd,Southampton,England,23,2,1,yes
male,24,2nd,Southampton,England,11.1,2,1,no
male,36,2nd,Southampton,England,13,0,0,no
female,54,2nd,Southampton,England,23,1,3,yes
male,50,2nd,Southampton,England,13,0,0,no
female,51,1st,Cherbourg,United States,77.1902,1,0,yes
female,29,2nd,Southampton,England,26,1,0,yes
male,44,2nd,Southampton,England,26,1,0,no
male,43,3rd,Southampton,Sweden,6.09,0,0,no
male,18,3rd,Southampton,Norway,22.1006,0,0,no
male,42,1st,Southampton,United States,52,1,0,no
female,35,1st,Southampton,United States,52,1,0,yes
male,40,1st,Southampton,United States,26.11,0,0,yes
female,27,3rd,Southampton,Finland,7.1806,0,0,yes
male,21,2nd,Southampton,England,73.1,0,0,no
male,22,3rd,Queenstown,NA,7.15,0,0,no
male,41,2nd,Southampton,Japan,13,0,0,yes
female,26,3rd,Southampton,England,8.01,0,0,yes
male,63,2nd,Southampton,England,26,1,0,no
female,61,2nd,Southampton,England,26,1,0,no
male,38,1st,Southampton,United States,100,1,0,yes
female,31,1st,Southampton,United States,100,1,0,yes
male,43,1st,Cherbourg,United States,30.1311,0,0,no
male,42,3rd,Southampton,Norway,7.13,0,0,no
male,21,2nd,Southampton,NA,NA,NA,NA,no
male,34,2nd,Southampton,England,12.0506,0,0,no
male,34,3rd,Southampton,England,7.1709,0,0,yes
male,11,3rd,Cherbourg,NA,18.1509,0,0,no
female,18,3rd,Cherbourg,Syria,7.0407,0,0,yes
male,33,3rd,Cherbourg,Lebanon,14.0902,0,0,no
female,39,1st,Southampton,NA,80,0,0,yes
female,17,2nd,Southampton,Channel Islands,10.1,0,0,yes
male,32,3rd,Southampton,NA,7.1711,0,0,no
female,17,3rd,Southampton,United States,7.1806,1,0,no
female,25,3rd,Southampton,Finland,7.1806,1,0,no
female,50,1st,Cherbourg,United States,28.1403,0,0,no
male,49,1st,Southampton,England,NA,0,0,yes
male,20,3rd,Southampton,Bulgaria,7.1711,0,0,no
female,16,3rd,Cherbourg,NA,14.0901,1,0,no
female,19,3rd,Cherbourg,NA,14.0901,1,0,no
female,24,2nd,Southampton,England,27,2,1,yes
male,42,2nd,Southampton,South Africa,27,1,0,no
male,30,3rd,Cherbourg,Croatia (Modern),7.1711,0,0,yes
male,21,3rd,Southampton,Sweden,7.1511,0,0,yes
male,21,3rd,Southampton,NA,7.01,0,0,no
male,46,2nd,Southampton,Wales,15,0,0,no
male,24,2nd,Southampton,England,31.1,2,0,no
male,21,2nd,Southampton,England,31.1,2,0,no
male,32,2nd,Southampton,England,10.1,0,0,no
male,20,3rd,Southampton,Denmark,7.1701,0,0,no
male,48,3rd,Southampton,Denmark,7.0101,0,0,no
male,17,3rd,Southampton,Denmark,7.1701,1,0,no
female,26,3rd,Queenstown,Ireland,7.15,0,0,yes
female,23,2nd,Cherbourg,United States,13.151,0,0,yes
male,29,3rd,Southampton,Norway,8.0203,0,0,yes
male,34,3rd,Southampton,Finland,6.0911,0,0,no
male,22,3rd,Southampton,Sweden,7.1511,0,0,no
male,33,3rd,Southampton,Sweden,8.1301,0,0,no
male,31,3rd,Southampton,United States,7.1506,0,0,no
male,29,3rd,Southampton,United States,7.1701,0,0,no
male,26,3rd,Southampton,Sweden,7.1506,0,0,yes
male,4,3rd,Southampton,NA,11.0208,1,1,yes
female,1,3rd,Southampton,NA,11.0208,1,1,yes
male,49,3rd,Southampton,United States,NA,NA,NA,no
male,33,3rd,Southampton,United States,7.1506,0,0,no
female,26,3rd,Southampton,NA,11.0208,0,2,yes
male,19,3rd,Southampton,United States,NA,0,0,no
male,8,3rd,Southampton,England,23.09,1,2,no
female,7,3rd,Southampton,England,23.09,1,2,no
male,35,3rd,Southampton,Scotland,23.09,1,2,no
female,36,3rd,Southampton,Scotland,23.09,1,2,no
male,46,1st,Southampton,United States,26,0,0,no
male,23,3rd,Southampton,Bulgaria,7.1711,0,0,no
male,25,3rd,Southampton,Sweden,7.1701,0,0,yes
male,27,3rd,Southampton,Sweden,7.1701,0,0,no
male,39,3rd,Cherbourg,Lebanon,7.0407,0,2,no
male,50,1st,Southampton,England,26,0,0,no
female,20,3rd,Southampton,Finland,9.161,1,0,no
female,21,3rd,Southampton,Finland,9.161,1,0,no
male,32,3rd,Southampton,Finland,7.1806,0,0,yes
male,17,3rd,Southampton,Finland,7.0206,0,0,no
male,21,3rd,Southampton,Norway,8.0808,0,0,no
male,34,2nd,Southampton,Russia,26,1,0,no
female,24,2nd,Southampton,Russia,26,1,0,yes
male,30,3rd,Southampton,Hungary,7.1711,0,0,no
male,21,3rd,Southampton,Sweden,7.1511,0,0,yes
male,33,3rd,Southampton,Sweden,7.1701,0,0,no
male,22,3rd,Southampton,Sweden,7.1005,0,0,no
female,22,2nd,Southampton,United States,21,0,0,no
female,5,3rd,Cherbourg,Slovenia,13.0804,0,1,yes
male,39,3rd,Cherbourg,United States,13.0804,0,1,yes
male,19,3rd,Cherbourg,Greece,7.0407,0,0,no
female,46,2nd,Queenstown,Ireland,12.07,0,0,yes
male,23,3rd,Queenstown,Ireland,7.15,0,0,no
male,35,2nd,Queenstown,Ireland,12.07,0,0,no
male,39,3rd,Southampton,United States,7.05,0,0,no
male,33,1st,Southampton,England,211.1,0,0,no
female,20,3rd,Queenstown,Ireland,7.15,0,0,yes
female,22,3rd,Queenstown,Ireland,7.15,0,0,yes
male,19,3rd,Southampton,Scotland,8.01,0,0,no
male,44,3rd,Queenstown,Ireland,7.1607,0,0,no
male,44,engineering crew,Southampton,England,0,0,0,no
female,49,2nd,Southampton,England,13.1,0,0,yes
male,24,3rd,Queenstown,Ireland,7.15,0,0,yes
male,58,1st,Cherbourg,United States,29.14,0,0,no
male,41,1st,Southampton,United States,51.1703,1,0,no
female,40,1st,Southampton,United States,51.1703,1,0,yes
male,25,3rd,Cherbourg,Lebanon,14.0901,1,0,no
female,20,3rd,Cherbourg,Lebanon,14.0901,1,0,no
male,25,3rd,Queenstown,Ireland,7.15,1,0,no
male,22,3rd,Queenstown,Ireland,7.15,1,0,no
male,22,3rd,Queenstown,Ireland,7.1409,0,0,no
male,42,1st,Southampton,United States,52.1101,1,0,yes
female,45,1st,Southampton,United States,52.1101,1,0,yes
female,4,3rd,Southampton,Switzerland,22,0,2,yes
female,26,3rd,Southampton,Switzerland,22,1,1,yes
female,23,3rd,Southampton,Switzerland,8.1303,2,0,no
male,29,3rd,Southampton,Switzerland,22,3,1,yes
male,26,3rd,Southampton,Switzerland,8.1303,2,0,no
male,52,2nd,Queenstown,United States,12.07,0,0,no
male,41,1st,Southampton,United States,26.11,0,0,no
female,1,3rd,Southampton,Sweden,12.0308,1,1,no
male,18,3rd,Southampton,Sweden,7.1701,1,1,no
female,36,3rd,Southampton,Sweden,12.0308,0,2,no
male,41,2nd,Belfast,Northern Ireland,NA,0,0,no
male,NA,3rd,Cherbourg,Bulgaria,7.1711,0,0,no
male,25,3rd,Cherbourg,Turkey,7.0407,0,0,yes
female,29,1st,Southampton,NA,211.0609,0,0,yes
male,23,2nd,Southampton,England,NA,NA,NA,no
male,26,3rd,Southampton,Scotland,7.11,0,0,no
male,31,2nd,Southampton,Sweden,10.1,0,0,no
male,35,3rd,Cherbourg,Lebanon,7.0406,0,0,no
male,35,2nd,Southampton,United States,26,1,1,no
female,34,2nd,Southampton,United States,26,1,1,no
female,37,3rd,Southampton,Finland,9.1109000000000009,0,0,no
male,31,2nd,Queenstown,Ireland,10.1402,0,0,no
male,38,3rd,Southampton,China/Hong Kong,56.0911,0,0,yes
male,23,3rd,Southampton,NA,56.0911,0,0,no
female,22,3rd,Southampton,Sweden,7.05,0,0,yes
male,17,3rd,Queenstown,Ireland,7.15,0,0,no
male,32,3rd,Southampton,NA,56.0911,0,0,yes
female,1,2nd,Cherbourg,France,41.1107,1,2,yes
female,3,2nd,Cherbourg,France,41.1107,1,2,yes
male,25,2nd,Cherbourg,France,41.1107,1,2,no
female,22,2nd,Cherbourg,France,41.1107,1,2,yes
male,29,3rd,Southampton,United States,9.0908,0,0,no
male,29,3rd,Southampton,Sweden,7.1506,0,0,no
male,22,3rd,Southampton,Sweden,7.1506,0,0,no
female,49,1st,Southampton,United States,25.1807,0,0,yes
male,5,3rd,Southampton,NA,25.0904,3,1,no
female,3,3rd,Southampton,NA,25.0904,3,1,no
female,8,3rd,Southampton,NA,25.0904,3,1,no
female,12,3rd,Southampton,NA,25.0904,3,1,no
female,40,3rd,Southampton,NA,25.0904,0,4,no
female,17,2nd,Cherbourg,Switzerland,12,0,0,yes
male,32,3rd,Southampton,Finland,7.1806,0,0,no
female,31,2nd,Southampton,Scotland,33,0,0,yes
female,39,2nd,Southampton,England,10.1,0,0,yes
female,18,3rd,Queenstown,Ireland,15.1,1,0,no
male,20,3rd,Queenstown,Ireland,15.1,1,0,no
female,27,1st,Cherbourg,France,106.0806,0,0,yes
male,41,3rd,Southampton,England,24.03,0,0,no
male,35,1st,Cherbourg,NA,512.0607,0,0,yes
male,37,2nd,Southampton,Canada,12.1706,0,0,no
male,30,1st,Cherbourg,United States,27.1405,0,0,no
male,25,2nd,Southampton,England,10.1,0,0,no
male,24,3rd,Southampton,Belgium,9.1,0,0,no
female,25,3rd,Southampton,Sweden,7.1506,0,0,no
female,45,3rd,Southampton,England,7.15,0,0,no
male,42,1st,Southampton,Sweden,26.11,0,0,no
male,36,3rd,Southampton,Sweden,15.11,1,0,no
female,30,3rd,Southampton,Sweden,15.11,1,0,no
male,20,3rd,Southampton,Finland,7.1806,1,0,yes
female,55,1st,Cherbourg,Sweden,27.1405,0,0,yes
male,21,3rd,Queenstown,Ireland,7.1707,0,0,no
female,16,1st,Cherbourg,France,39.08,0,1,yes
female,50,1st,Cherbourg,United States,39.08,0,1,yes
male,61,2nd,Queenstown,Ireland,12.07,0,0,no
male,28,3rd,Southampton,NA,56.0911,0,0,no
male,27,3rd,Southampton,Austria,9.1,0,0,no
male,25,3rd,Southampton,Latvia,7.05,0,0,no
female,34,3rd,Southampton,England,16.02,1,0,no
male,31,3rd,Southampton,England,16.02,1,0,no
male,19,3rd,Southampton,England,7.1707,0,0,no
female,21,1st,Cherbourg,United States,77.1902,0,0,yes
male,29,1st,Southampton,United States,30,0,0,no
male,30,1st,Southampton,United States,45.1,0,0,no
male,50,2nd,Southampton,England,26,1,0,no
female,43,2nd,Southampton,England,26,1,0,yes
male,20,3rd,Southampton,England,7.05,0,0,no
male,29,3rd,Southampton,Croatia (Modern),8.1303,0,0,yes
male,50,3rd,Southampton,Sweden,7.0101,0,0,no
female,23,3rd,Southampton,United States,7.1701,0,0,yes
male,32,3rd,Southampton,Sweden,7.1107,0,0,yes
female,59,1st,Cherbourg,France,146.1005,0,0,yes
male,30,3rd,Cherbourg,Greece,6.0809,0,0,no
male,44,3rd,Southampton,NA,7.1711,0,0,no
male,20,3rd,Southampton,Scotland,7.11,0,0,no
female,57,2nd,Southampton,England,10.1,0,0,no
female,21,3rd,Queenstown,Ireland,7.15,0,0,yes
female,16,1st,Southampton,United States,211.0609,0,1,yes
male,24,3rd,Southampton,Norway,7.021,0,0,yes
male,22,3rd,Southampton,Finland,7.0206,0,0,no
male,30,1st,Southampton,United States,26,0,0,no
female,20,3rd,Queenstown,Ireland,7.1707,0,0,no
female,20,1st,Southampton,England,86.1,0,0,yes
male,34,3rd,Southampton,England,8.01,0,0,no
male,29,3rd,Southampton,Finland,7.1806,0,0,no
male,25,2nd,Cherbourg,France,15,0,0,no
male,1,2nd,Cherbourg,France,37,0,2,yes
male,45,2nd,Cherbourg,France,37,1,1,no
female,24,2nd,Cherbourg,France,37,1,1,yes
male,18,3rd,Cherbourg,Lebanon,7.0407,0,0,yes
female,32,3rd,Queenstown,Ireland,7.15,0,0,no
male,30,2nd,Cherbourg,United States,15.1107,0,0,no
female,28,3rd,Queenstown,Ireland,7.1409,0,0,yes
male,25,3rd,Cherbourg,Turkey,7.0407,0,0,no
male,29,1st,Cherbourg,France,29.14,0,0,yes
male,23,3rd,Southampton,Yugoslavia,7.1711,0,0,no
male,35,3rd,Southampton,Bulgaria,7.1711,0,0,no
male,33,3rd,Cherbourg,Slovenia,7.1711,0,0,no
male,18,1st,Southampton,United States,53.02,1,0,no
female,18,1st,Southampton,Scotland,53.02,1,0,yes
male,30,3rd,Cherbourg,Bulgaria,7.1711,0,0,no
male,23,2nd,Southampton,England,13,0,0,no
male,36,2nd,Southampton,England,16,0,0,no
female,24,1st,Cherbourg,Belgium,49.1001,0,0,yes
male,46,1st,Southampton,Canada,75.041,0,0,no
female,25,3rd,Queenstown,Ireland,7.15,0,0,yes
male,55,1st,Southampton,United States,51.1703,0,0,no
male,19,3rd,Queenstown,United States,7.15,0,0,yes
female,29,3rd,Queenstown,Ireland,23.05,2,0,yes
female,26,3rd,Queenstown,Ireland,23.05,2,0,yes
male,24,3rd,Queenstown,Ireland,23.05,2,0,yes
male,32,2nd,Southampton,Australia,13.1,0,0,no
male,32,2nd,Southampton,Canada,13,0,0,no
female,31,3rd,Queenstown,Ireland,7.1508,0,0,yes
male,20,3rd,Queenstown,Ireland,15.1,0,0,no
male,35,1st,Southampton,Ireland,26.0509,0,0,yes
female,22,3rd,Queenstown,Ireland,7.1707,0,0,yes
female,17,3rd,Queenstown,United States,8,0,0,yes
female,42,3rd,Queenstown,Ireland,7.15,0,0,no
male,46,2nd,Southampton,Channel Islands,26,0,0,no
male,19,3rd,Queenstown,Ireland,7.15,0,0,no
male,27,3rd,Southampton,England,16.02,1,0,no
female,19,3rd,Southampton,England,16.02,1,0,no
female,32,3rd,Queenstown,Ireland,7.15,0,0,no
female,62,3rd,Southampton,England,8.01,0,0,no
male,22,3rd,Queenstown,Ireland,7.15,0,0,no
female,32,3rd,Southampton,England,8.01,0,0,no
female,13,2nd,Southampton,England,19.1,0,1,yes
female,42,2nd,Southampton,England,19.1,0,1,yes
male,19,2nd,Southampton,England,10.1,0,0,yes
male,48,3rd,Southampton,Italy,8.01,0,0,no
male,28,3rd,Queenstown,Ireland,7.15,0,0,no
male,31,2nd,Southampton,England,13,0,0,no
male,28,1st,Cherbourg,United States,82.0305,1,0,no
female,25,1st,Cherbourg,United States,82.0305,1,0,yes
male,21,3rd,Southampton,Norway,7.1506,0,0,yes
male,28,3rd,Southampton,Bulgaria,7.1711,0,0,no
male,23,3rd,Southampton,England,8.01,0,0,no
male,65,1st,Cherbourg,United States,26.11,0,0,no
male,48,2nd,Southampton,Denmark,13,0,0,no
male,44,1st,Queenstown,United States,90,2,0,no
female,33,1st,Queenstown,United States,90,1,0,yes
female,37,1st,Queenstown,United States,90,1,0,yes
male,24,3rd,Southampton,NA,7.1711,0,0,no
male,21,3rd,Southampton,Bulgaria,7.1711,0,0,no
male,72,2nd,Southampton,England,10.1,0,0,no
male,23,3rd,Southampton,NA,7.1711,0,0,no
female,23,3rd,Queenstown,Ireland,7.1707,0,0,yes
male,30,1st,Cherbourg,United States,57.15,1,0,yes
male,27,3rd,Southampton,Norway,7.13,0,0,no
male,55,1st,Southampton,Canada,30.1,0,0,no
male,27,2nd,Southampton,England,13,0,0,no
male,47,1st,Southampton,United States,42.08,0,0,no
male,19,3rd,Southampton,England,8.01,0,0,no
male,7,3rd,Southampton,NA,12.0906,0,1,yes
female,29,3rd,Southampton,NA,12.0906,0,1,yes
female,28,3rd,Queenstown,Ireland,24.03,1,0,yes
male,28,3rd,Queenstown,Ireland,24.03,1,0,no
male,54,2nd,Southampton,United States,14,0,0,no
male,38,2nd,Southampton,England,26,0,0,no
male,34,3rd,Southampton,England,8.01,0,0,no
male,30,3rd,Queenstown,Ireland,7.15,0,0,no
male,29,3rd,Southampton,Norway,7.1506,0,0,yes
female,35,3rd,Cherbourg,Lebanon,7.0407,0,0,yes
male,28,3rd,Southampton,England,8.01,0,0,no
male,4,3rd,Cherbourg,Lebanon,15.0411,1,1,yes
male,7,3rd,Cherbourg,Lebanon,15.0411,1,1,yes
female,25,3rd,Cherbourg,Lebanon,15.0411,0,2,yes
male,17,2nd,Southampton,England,10.1,0,0,no
female,21,3rd,Queenstown,Ireland,7.1408,0,0,yes
female,25,3rd,Queenstown,Ireland,7.15,0,0,yes
male,22,3rd,Southampton,England,8.01,0,0,no
female,18,3rd,Queenstown,Ireland,15.1,1,0,yes
female,25,3rd,Queenstown,Ireland,15.1,1,0,yes
female,31,3rd,Queenstown,Ireland,15.1,0,0,yes
female,22,3rd,Cherbourg,Lebanon,7.0406,0,0,yes
male,18,3rd,Southampton,Sweden,7.15,0,0,no
male,63,2nd,Queenstown,Ireland,9.1309,0,0,no
male,22,3rd,Southampton,Bulgaria,7.1711,0,0,no
female,15,3rd,Cherbourg,Lebanon,7.0406,0,0,yes
male,17,3rd,Cherbourg,Lebanon,7.0407,0,0,no
female,1,3rd,Cherbourg,Lebanon,15.141,0,2,yes
male,21,3rd,Cherbourg,Lebanon,15.141,1,1,yes
female,19,3rd,Cherbourg,Lebanon,15.141,1,1,yes
male,36,3rd,Southampton,England,8.01,0,0,no
male,32,3rd,Southampton,NA,7.1711,0,0,no
male,20,3rd,Cherbourg,Lebanon,7.0407,0,0,no
male,28,2nd,Cherbourg,United States,30.0105,1,0,no
female,14,2nd,Cherbourg,Lebanon,30.0105,1,0,yes
male,20,3rd,Cherbourg,Lebanon,7.0406,0,0,no
male,36,1st,Cherbourg,United States,29.14,0,1,no
female,21,3rd,Queenstown,Ireland,7.15,0,0,no
male,2,2nd,Southampton,France,26,1,1,yes
male,3,2nd,Southampton,France,26,1,1,yes
male,32,2nd,Southampton,Slovakia (Modern day),26,0,2,no
male,22,3rd,Southampton,NA,7.1711,0,0,no
male,26,2nd,Southampton,England,13,0,0,no
female,31,1st,Cherbourg,United States,113.0506,1,0,yes
female,23,1st,Cherbourg,United States,113.0506,1,0,yes
male,58,1st,Cherbourg,United States,113.0506,0,2,no
female,19,1st,Southampton,United States,26.0508,0,2,yes
male,19,2nd,Southampton,England,36.15,1,1,no
male,60,1st,Southampton,England,26,0,0,no
female,29,3rd,Southampton,Finland,7.1806,0,0,no
male,28,3rd,Southampton,Sweden,8.01,0,0,no
female,18,3rd,Southampton,Sweden,7.1506,0,0,yes
female,26,3rd,Southampton,Sweden,7.1701,0,0,yes
male,21,3rd,Southampton,Sweden,7.1701,0,0,no
male,11,3rd,Cherbourg,Lebanon,11.041,1,0,yes
female,14,3rd,Cherbourg,Lebanon,11.041,1,0,yes
male,41,3rd,Southampton,Finland,7.0206,0,0,no
male,39,3rd,Southampton,United States,7.1806,0,0,yes
male,20,3rd,Cherbourg,Lebanon,7.0407,0,0,no
male,27,2nd,Southampton,Scotland,13.1,0,0,no
male,21,3rd,Southampton,England,7.16,0,0,no
male,20,1st,Cherbourg,Germany,13.1703,0,0,yes
female,29,2nd,Southampton,United States,10.1,0,0,yes
female,22,3rd,Southampton,Sweden,7.15,0,0,yes
male,60,3rd,Southampton,Norway,6.0409,0,0,no
male,21,3rd,Queenstown,Ireland,7.1607,0,0,no
female,26,3rd,Queenstown,Ireland,15.1,1,0,yes
male,27,3rd,Queenstown,Ireland,15.1,1,0,no
male,18,3rd,Queenstown,Ireland,7.1408,0,0,no
male,17,3rd,Queenstown,Ireland,7.15,0,0,no
male,23,3rd,Queenstown,Ireland,7.15,0,0,no
male,23,3rd,Southampton,Sweden,9.0406,0,0,no
female,24,3rd,Queenstown,Ireland,7.1707,0,0,yes
female,22,3rd,Southampton,Sweden,7.1506,0,0,yes
male,21,3rd,Queenstown,Ireland,7.15,0,0,yes
female,16,3rd,Queenstown,Ireland,7.1607,0,0,yes
female,39,1st,Cherbourg,Spain,108.18,0,0,yes
male,9,3rd,Southampton,Norway,3.0305,0,1,yes
male,28,3rd,Southampton,Norway,22.1006,0,0,no
male,42,3rd,Southampton,United States,8.0801,0,1,no
male,27,3rd,Southampton,Norway,7.0603,0,0,no
female,31,3rd,Southampton,Sweden,7.1701,0,0,no
male,28,3rd,Southampton,Sweden,7.1701,0,0,no
male,32,3rd,Southampton,Sweden,7.1506,0,0,yes
male,20,3rd,Southampton,Norway,9.0406,0,0,no
male,29,1st,Cherbourg,France,25.141,0,0,yes
female,23,3rd,Southampton,Croatia,8.1303,0,0,no
female,20,3rd,Southampton,Croatia,8.1303,0,0,no
male,20,3rd,Southampton,Croatia,8.1303,0,0,no
male,16,3rd,Southampton,Sweden,9.0404,0,0,no
female,22,1st,Southampton,United States,61.1907,0,1,yes
male,64,1st,Southampton,United States,61.1907,0,1,no
female,21,3rd,Queenstown,Ireland,7.1207,0,0,no
male,38,2nd,Southampton,United States,13,0,0,no
male,36,1st,Cherbourg,Cuba,27.1405,0,0,no
male,22,2nd,Southampton,England,10.1,0,0,yes
male,27,2nd,Cherbourg,Spain,13.1703,0,0,yes
male,23,2nd,Southampton,Canada,10.1,0,0,no
male,29,2nd,Cherbourg,Spain,13.1702,0,0,yes
male,2,3rd,Southampton,Sweden,21.0106,3,1,no
male,6,3rd,Southampton,Sweden,21.0106,3,1,no
female,3,3rd,Southampton,Sweden,21.0106,3,1,no
female,8,3rd,Southampton,Sweden,21.0106,3,1,no
female,29,3rd,Southampton,Sweden,21.0106,0,4,no
male,1,3rd,Southampton,Finland,39.1309,4,1,no
male,15,3rd,Southampton,United States,39.1309,4,1,no
male,7,3rd,Southampton,Finland,39.1309,4,1,no
male,2,3rd,Southampton,Finland,39.1309,4,1,no
male,16,3rd,Southampton,Finland,39.1309,4,1,no
female,41,3rd,Southampton,Finland,39.1309,0,5,no
male,17,2nd,Southampton,Channel Islands,10.1,0,0,no
male,21,2nd,Belfast,Northern Ireland,NA,0,0,no
female,59,2nd,Southampton,United States,26,0,1,yes
male,30,1st,Belfast,England,NA,0,0,no
male,40,1st,Southampton,England,28.1,0,0,no
male,21,3rd,Southampton,Slovenia,8.1303,0,0,no
male,20,3rd,Southampton,England,14.1,0,0,no
male,32,3rd,Southampton,Croatia,7.1711,0,0,no
male,23,1st,Southampton,Canada,93.1,0,0,no
male,0.5833333333,3rd,Southampton,England,13.1506,1,1,no
female,4,3rd,Southampton,England,13.1506,1,1,no
female,26,3rd,Southampton,England,13.1506,0,2,no
male,32,3rd,Southampton,England,7,0,0,no
female,22,1st,Southampton,England,66.12,1,0,yes
male,29,1st,Southampton,England,66.12,1,0,no
male,28,3rd,Southampton,Norway,7.1506,0,0,no
male,24,3rd,Southampton,England,8.01,0,0,no
male,21,3rd,Southampton,Finland,7.1806,0,0,no
male,25,3rd,Southampton,Finland,7.1806,0,0,no
female,22,1st,Cherbourg,Spain,108.18,1,0,yes
male,24,1st,Cherbourg,Spain,108.18,1,0,no
male,19,2nd,Southampton,England,10.1,0,0,no
male,24,3rd,Southampton,England,7.05,0,0,no
male,39,2nd,Cherbourg,France,15.01,0,0,no
female,33,1st,Southampton,Canada,93.1,0,0,yes
male,25,3rd,Southampton,Sweden,7.1506,1,0,yes
male,41,2nd,Southampton,Germany,13,0,0,no
female,28,3rd,Southampton,Croatia,7.1711,0,0,no
male,4,3rd,Cherbourg,Lebanon,22.0702,1,1,yes
female,2,3rd,Cherbourg,Lebanon,22.0702,1,1,yes
male,24,3rd,Southampton,England,8.01,0,0,no
female,28,3rd,Queenstown,Ireland,8.0209,0,0,no
male,19,3rd,Southampton,Bulgaria,7.1711,0,0,no
male,29,3rd,Southampton,Bulgaria,7.1711,0,0,no
female,18,3rd,Southampton,Sweden,7.1506,0,0,no
male,25,3rd,Southampton,Sweden,7.1506,1,0,no
male,52,1st,Southampton,Canada,30.1,0,0,yes
female,21,2nd,Southampton,England,21,0,1,yes
female,19,2nd,Southampton,England,26,0,0,yes
male,43,2nd,Southampton,England,21,0,1,no
male,33,3rd,Southampton,Poland,8.01,0,0,yes
female,32,2nd,Southampton,Poland,13,0,0,yes
male,27,3rd,Southampton,NA,7.1711,0,0,no
male,17,3rd,Southampton,Croatia,8.1303,0,0,no
male,24,3rd,Southampton,Croatia,8.1303,0,0,no
male,24,2nd,Southampton,England,13,0,0,no
male,30,2nd,Cherbourg,United States,12.1409,0,0,yes
male,46,1st,Southampton,United States,52,0,0,no
female,56,1st,Cherbourg,United States,83.0302,0,1,yes
male,27,2nd,Cherbourg,United States,15,0,0,no
male,16,3rd,Cherbourg,NA,8.1403,0,0,no
female,2,2nd,Southampton,NA,26,1,1,yes
female,8,2nd,Southampton,NA,26,1,1,yes
female,33,2nd,Southampton,NA,26,0,2,yes
male,27,3rd,Southampton,NA,7.1711,0,0,no
male,21,3rd,Cherbourg,Lebanon,7.0406,0,0,no
female,63,3rd,Southampton,Norway,8.0203,0,0,no
male,30,3rd,Cherbourg,Lebanon,7.0407,0,0,no
male,18,3rd,Southampton,Wales,7.05,0,0,no
male,36,2nd,Southampton,England,10.1,0,0,no
male,38,3rd,Southampton,Bosnia,7.1711,0,0,no
male,33,2nd,Southampton,Channel Islands,21,1,0,no
female,30,2nd,Southampton,Channel Islands,21,3,0,yes
male,37,1st,Cherbourg,Netherlands,NA,0,0,no
female,29,2nd,Southampton,Spain,13,0,0,yes
male,21,3rd,Southampton,England,8.01,0,0,no
male,33,1st,Cherbourg,United States,39.12,0,0,yes
male,10,3rd,Queenstown,Ireland,29.0206,4,1,no
male,4,3rd,Queenstown,Ireland,29.0206,4,1,no
male,7,3rd,Queenstown,Ireland,29.0206,4,1,no
male,2,3rd,Queenstown,Ireland,29.0206,4,1,no
male,8,3rd,Queenstown,Ireland,29.0206,4,1,no
female,39,3rd,Queenstown,Ireland,29.0206,0,5,no
male,23,2nd,Cherbourg,NA,15,0,0,no
